video_id,duration,fps,resolution
P05_08,1280.596633,59.9400599400599,1920x1080
P05_09,421.104017,59.9400599400599,1920x1080
P06_01,90.44035,59.9400599400599,1920x1080
P06_02,13.947267000000002,59.9400599400599,1920x1080
P06_03,686.068717,59.9400599400599,1920x1080
P06_05,1444.278483,59.9400599400599,1920x1080
P06_07,1061.928183,59.9400599400599,1920x1080
P06_08,30.663967,59.9400599400599,1920x1080
P06_09,1344.779083,59.9400599400599,1920x1080
P06_10,242.976067,59.9400599400599,1920x1080
P06_11,76.960217,59.9400599400599,1920x1080
P06_12,193.94375,59.9400599400599,1920x1080
P06_13,240.373467,59.9400599400599,1920x1080
P06_14,100.717283,59.9400599400599,1920x1080
P06_101,1859.1,50.0,1920x1080
P06_102,733.22,50.0,1920x1080
P06_103,839.64,50.0,1920x1080
P06_104,152.42,50.0,1920x1080
P06_105,107.74,50.0,1920x1080
P06_106,172.56,50.0,1920x1080
P06_107,291.28,50.0,1920x1080
P06_108,728.7,50.0,1920x1080
P06_109,38.42,50.0,1920x1080
P06_110,76.32,50.0,1920x1080
P06_111,851.08,50.0,1920x1080
P06_112,100.9,50.0,1920x1080
P06_113,309.34,50.0,1920x1080
P07_01,109.12568300000001,59.9400599400599,1920x1080
P07_02,111.895117,59.9400599400599,1920x1080
P07_03,262.729133,59.9400599400599,1920x1080
P07_04,825.207717,59.9400599400599,1920x1080
P07_05,209.55935,59.9400599400599,1920x1080
P07_06,140.907433,59.9400599400599,1920x1080
P07_07,331.414417,59.9400599400599,1920x1080
P07_08,173.039533,59.9400599400599,1920x1080
P07_09,339.822817,59.9400599400599,1920x1080
P07_10,2060.3773,59.9400599400599,1920x1080
P07_11,223.25636699999998,59.9400599400599,1920x1080
P07_12,236.019117,59.9400599400599,1920x1080
P07_13,60.6606,59.9400599400599,1920x1080
P07_14,257.00675,59.9400599400599,1920x1080
P07_15,113.346567,59.9400599400599,1920x1080
P07_16,163.0629,59.9400599400599,1920x1080
P07_17,132.9328,59.9400599400599,1920x1080
P07_18,40.557183,59.9400599400599,1920x1080
P07_101,481.1,50.0,1920x1080
P07_102,205.2,50.0,1920x1080
P07_103,49.3,50.0,1920x1080
P07_104,96.98,50.0,1920x1080
P07_105,46.56,50.0,1920x1080
P07_106,16.2,50.0,1920x1080
P07_107,175.96,50.0,1920x1080
P07_108,306.02,50.0,1920x1080
P07_109,144.72,50.0,1920x1080
P07_110,260.26,50.0,1920x1080
P07_111,130.1,50.0,1920x1080
P07_112,87.34,50.0,1920x1080
P07_113,524.42,50.0,1920x1080
P07_114,184.84,50.0,1920x1080
P07_115,212.4,50.0,1920x1080
P07_116,86.74,50.0,1920x1080
P07_117,373.82,50.0,1920x1080
P08_01,615.448167,59.9400599400599,1920x1080
P08_02,107.423983,59.9400599400599,1920x1080
P08_03,149.966483,59.9400599400599,1920x1080
P08_04,205.221683,59.9400599400599,1920x1080
P08_05,1753.7693329999997,59.9400599400599,1920x1080
P08_06,486.63615,59.9400599400599,1920x1080
P08_07,24.007317,59.9400599400599,1920x1080
P08_08,144.327517,59.9400599400599,1920x1080
P08_09,620.486533,59.9400599400599,1920x1080
P08_10,242.42551699999999,59.9400599400599,1920x1080
P08_11,195.44525,59.9400599400599,1920x1080
P08_12,33.7337,59.9400599400599,1920x1080
P08_13,24.17415,59.9400599400599,1920x1080
P08_14,151.91843300000002,59.9400599400599,1920x1080
P08_15,563.31275,59.9400599400599,1920x1080
P08_16,589.121867,59.9400599400599,1920x1080
P08_17,586.102183,59.9400599400599,1920x1080
P08_18,499.64915,59.9400599400599,1920x1080
P08_19,137.58745,59.9400599400599,1920x1080
P08_20,207.47393300000002,59.9400599400599,1920x1080
P08_21,1406.772683,59.9400599400599,1920x1080
P08_22,129.262467,59.9400599400599,1920x1080
P08_23,1530.796583,59.9400599400599,1920x1080
P08_24,573.806567,59.9400599400599,1920x1080
P08_25,21.6216,59.9400599400599,1920x1080
P08_26,409.242167,59.9400599400599,1920x1080
P08_27,186.13595,59.9400599400599,1920x1080
P08_28,34.117416999999996,59.9400599400599,1920x1080
P09_01,14.230882999999999,59.9400599400599,1920x1080
P09_02,369.685983,59.9400599400599,1920x1080
P09_03,146.2461,59.9400599400599,1920x1080
P09_04,102.16873299999999,59.9400599400599,1920x1080
P09_05,267.684083,59.9400599400599,1920x1080
P09_06,403.920183,59.9400599400599,1920x1080
P09_07,55.221833,29.97002997002997,1920x1080
P09_08,126.459667,29.97002997002997,1920x1080
P09_101,458.2,50.0,1920x1080
P09_102,355.98,50.0,1920x1080
P09_103,743.6,50.0,1920x1080
P09_104,553.86,50.0,1920x1080
P09_105,133.8,50.0,1920x1080
P09_106,149.36,50.0,1920x1080
P10_01,912.66175,59.9400599400599,1920x1080
P10_02,1222.707133,59.9400599400599,1920x1080
P10_03,1842.442917,59.9400599400599,1920x1080
P10_04,3359.8755,29.97002997002997,1920x1080
P11_01,181.614767,59.9400599400599,1920x1080
P11_02,36.08605,59.9400599400599,1920x1080
P11_03,136.56976699999998,59.9400599400599,1920x1080
P11_04,288.755133,59.9400599400599,1920x1080
P11_05,1821.4369329999997,59.9400599400599,1920x1080
P11_06,38.38835,59.9400599400599,1920x1080
P11_07,26.5265,59.9400599400599,1920x1080
P11_08,59.7597,59.9400599400599,1920x1080
P11_09,347.213533,59.9400599400599,1920x1080
P11_10,21.354667000000003,59.9400599400599,1920x1080
P11_11,66.332933,59.9400599400599,1920x1080
P11_12,50.033317,59.9400599400599,1920x1080
P11_13,63.129732999999995,59.9400599400599,1920x1080
P11_14,27.460766999999997,59.9400599400599,1920x1080
P11_15,490.573417,59.9400599400599,1920x1080
P11_16,353.870183,59.9400599400599,1920x1080
P11_17,521.454267,59.9400599400599,1920x1080
P11_18,37.921217,59.9400599400599,1920x1080
P11_19,85.318567,59.9400599400599,1920x1080
P11_20,559.559,59.9400599400599,1920x1080
P11_21,30.613916999999997,59.9400599400599,1920x1080
P11_22,235.251683,59.9400599400599,1920x1080
P11_23,62.829432999999995,59.9400599400599,1920x1080
P11_24,83.566817,59.9400599400599,1920x1080
P11_101,184.08,50.0,1920x1080
P11_102,343.52,50.0,1920x1080
P11_103,226.86,50.0,1920x1080
P11_104,861.72,50.0,1920x1080
P11_105,333.66,50.0,1920x1080
P11_106,748.2,50.0,1920x1080
P11_107,125.72,50.0,1920x1080
P11_108,36.36,50.0,1920x1080
P11_109,213.78,50.0,1920x1080
P12_01,411.727983,59.9400599400599,1280x720
P12_02,1853.95275,59.9400599400599,1280x720
P12_03,1465.86505,59.9400599400599,1280x720
P12_04,1912.2776829999998,59.9400599400599,1280x720
P12_05,60.3603,59.9400599400599,1920x1440
P12_06,170.053217,59.9400599400599,1920x1440
P12_07,784.5838,59.9400599400599,1920x1080
P12_08,222.3221,59.9400599400599,1920x1080
P12_101,2045.86,50.0,1920x1080
P12_102,1190.28,50.0,1920x1080
P12_103,640.92,50.0,1920x1080
P12_104,1136.8,50.0,1920x1080
P12_105,319.62,50.0,1920x1080
P13_01,553.920033,59.9400599400599,1920x1080
P13_02,69.152417,59.9400599400599,1920x1080
P13_03,350.23321699999997,59.9400599400599,1920x1080
P13_04,248.09785,59.9400599400599,1920x1080
P13_05,397.814083,59.9400599400599,1920x1080
P13_06,111.394617,59.9400599400599,1920x1080
P13_07,162.162,59.9400599400599,1920x1080
P13_08,2465.1133,59.9400599400599,1920x1080
P13_09,540.957083,59.9400599400599,1920x1080
P13_10,176.62645,59.9400599400599,1920x1080
P14_01,104.3042,59.9400599400599,1920x1080
P14_02,32.28225,59.9400599400599,1920x1080
P14_03,20.003317000000003,59.9400599400599,1920x1080
P14_04,140.79065,59.9400599400599,1920x1080
P14_05,71.15441700000001,59.9400599400599,1920x1080
P14_06,64.54781700000001,59.9400599400599,1920x1080
P14_07,90.273517,59.9400599400599,1920x1080
P14_08,398.030967,59.9400599400599,1920x1080
P14_09,253.253,59.9400599400599,1920x1080
P15_01,46.880167,59.9400599400599,1920x1080
P15_02,695.1945,59.9400599400599,1920x1080
P15_03,330.263267,59.9400599400599,1920x1080
P15_04,471.204067,59.9400599400599,1920x1080
P15_05,105.37193300000001,59.9400599400599,1920x1080
P15_06,503.503,59.9400599400599,1920x1080
P15_07,207.140267,59.9400599400599,1920x1080
P15_08,552.568683,59.9400599400599,1920x1080
P15_09,386.2859,59.9400599400599,1920x1080
P15_10,197.4973,59.9400599400599,1920x1080
P15_11,27.510817,59.9400599400599,1920x1080
P15_12,61.37798299999999,59.9400599400599,1920x1080
P15_13,963.01205,59.9400599400599,1920x1080
P16_01,1243.0925,59.9400599400599,1920x1080
P16_02,55.70565,59.9400599400599,1920x1080
P16_03,213.196317,59.9400599400599,1920x1080
P16_04,929.8289,59.9400599400599,1920x1080
P17_01,156.239417,47.952047952047955,1920x1080
P17_02,545.774396,47.952047952047955,1920x1080
P17_03,977.351375,47.952047952047955,1920x1080
P17_04,1064.083667,47.952047952047955,1920x1080
P18_01,166.43293300000002,59.9400599400599,1920x1080
P18_02,190.3902,29.97002997002997,1920x1080
P18_03,427.427,59.9400599400599,1920x1080
P18_04,203.77023300000002,59.9400599400599,1920x1080
P18_05,594.24365,59.9400599400599,1920x1080
P18_06,416.332583,59.9400599400599,1920x1080
P18_07,240.07316699999998,59.9400599400599,1920x1080
P18_08,66.499767,59.9400599400599,1920x1080
P18_09,276.811111,90.0,1920x1080
P18_10,144.79465,59.9400599400599,1920x1080
P18_11,410.17643300000003,59.9400599400599,1920x1080
P18_12,207.9077,59.9400599400599,1920x1080
P19_01,780.663217,59.9400599400599,1920x1080
P19_02,73.50676700000001,59.9400599400599,1920x1080
P19_03,136.269467,59.9400599400599,1920x1080
P19_04,914.1132,59.9400599400599,1920x1080
P19_05,79.345933,59.9400599400599,1920x1080
P19_06,233.58335,59.9400599400599,1920x1080
P20_01,1378.47775,59.9400599400599,1920x1080
P20_02,428.194433,59.9400599400599,1920x1080
P20_03,213.06285,59.9400599400599,1920x1080
P20_04,2251.0995,59.9400599400599,1920x1080
P20_05,467.150017,59.9400599400599,1920x1080
P20_06,272.6724,59.9400599400599,1920x1080
P20_07,101.317883,59.9400599400599,1920x1080
P21_01,692.94225,59.9400599400599,1920x1080
P21_02,490.606783,59.9400599400599,1920x1080
P21_03,585.968717,59.9400599400599,1920x1080
P21_04,569.252017,59.9400599400599,1920x1080
P22_01,1091.292517,59.9400599400599,1920x1080
P22_02,508.741567,59.9400599400599,1920x1080
P22_03,1187.970767,59.9400599400599,1920x1080
P22_04,389.072017,59.9400599400599,1920x1080
P22_05,1236.052133,59.9400599400599,1920x1080
P22_06,444.610833,59.9400599400599,1920x1080
P22_07,2180.6124170000003,59.9400599400599,1920x1080
P22_08,921.153567,59.9400599400599,1920x1080
P22_09,426.8264,59.9400599400599,1920x1080
P22_10,961.744117,59.9400599400599,1920x1080
P22_11,427.009917,59.9400599400599,1920x1080
P22_12,685.5515330000001,59.9400599400599,1920x1080
P22_13,500.416583,59.9400599400599,1920x1080
P22_14,703.469433,59.9400599400599,1920x1080
P22_15,609.0084,59.9400599400599,1920x1080
P22_16,1461.6792,59.9400599400599,1920x1080
P22_17,1303.90325,59.9400599400599,1920x1080
P22_101,366.88,50.0,1920x1080
P22_102,230.16,50.0,1920x1080
P22_103,793.84,50.0,1920x1080
P22_104,631.34,50.0,1920x1080
P22_105,68.94,50.0,1920x1080
P22_106,511.74,50.0,1920x1080
P22_107,581.02,50.0,1920x1080
P22_108,217.18,50.0,1920x1080
P22_109,2008.8,50.0,1920x1080
P22_110,405.34,50.0,1920x1080
P22_111,1548.02,50.0,1920x1080
P22_112,394.22,50.0,1920x1080
P22_113,682.32,50.0,1920x1080
P22_114,1774.68,50.0,1920x1080
P22_115,494.12,50.0,1920x1080
P22_116,496.14,50.0,1920x1080
P22_117,971.82,50.0,1920x1080
P23_01,91.84175,59.9400599400599,1920x1080
P23_02,1668.233883,59.9400599400599,1920x1080
P23_03,363.930233,59.9400599400599,1920x1080
P23_04,2247.4291670000002,59.9400599400599,1920x1080
P23_05,1168.901717,59.9400599400599,1920x1080
P23_101,1746.1,50.0,1920x1080
P23_102,3569.52,50.0,1920x1080
P23_103,2099.4,50.0,1920x1080
P24_01,725.241183,59.9400599400599,1920x1080
P24_02,812.06125,59.9400599400599,1920x1080
P24_03,489.53905,59.9400599400599,1920x1080
P24_04,493.809983,59.9400599400599,1920x1080
P24_05,1600.901617,59.9400599400599,1920x1080
P24_06,566.299067,59.9400599400599,1920x1080
P24_07,911.477233,59.9400599400599,1920x1080
P24_08,1512.88035,59.9400599400599,1920x1080
P24_09,1968.6006170000003,59.9400599400599,1920x1080
P25_01,115.115,59.9400599400599,1920x1080
P25_02,253.620033,59.9400599400599,1920x1080
P25_03,181.6815,59.9400599400599,1920x1080
P25_04,594.226967,59.9400599400599,1920x1080
P25_05,1491.744233,59.9400599400599,1920x1080
P25_06,207.290417,59.9400599400599,1920x1080
P25_07,275.258317,59.9400599400599,1920x1080
P25_08,160.343517,59.9400599400599,1920x1080
P25_09,876.292083,59.9400599400599,1920x1080
P25_10,374.62425,59.9400599400599,1920x1080
P25_11,378.378,59.9400599400599,1920x1080
P25_12,96.04595,59.9400599400599,1920x1080
P25_101,435.86,50.0,1920x1080
P25_102,497.78,50.0,1920x1080
P25_103,495.44,50.0,1920x1080
P25_104,810.12,50.0,1920x1080
P25_105,1547.62,50.0,1920x1080
P25_106,1619.82,50.0,1920x1080
P25_107,2212.96,50.0,1920x1080
P26_01,79.712967,59.9400599400599,1920x1080
P26_02,464.697567,59.9400599400599,1920x1080
P26_03,312.495517,59.9400599400599,1920x1080
P26_04,145.461983,59.9400599400599,1920x1080
P26_05,45.4454,59.9400599400599,1920x1080
P26_06,27.27725,59.9400599400599,1920x1080
P26_07,24.37435,59.9400599400599,1920x1080
P26_08,51.684967,59.9400599400599,1920x1080
P26_09,122.155367,59.9400599400599,1920x1080
P26_10,134.067267,59.9400599400599,1920x1080
P26_11,98.14805,59.9400599400599,1920x1080
P26_12,18.651967000000003,59.9400599400599,1920x1080
P26_13,123.2231,59.9400599400599,1920x1080
P26_14,32.4324,59.9400599400599,1920x1080
P26_15,35.769067,59.9400599400599,1920x1080
P26_16,65.081683,59.9400599400599,1920x1080
P26_17,66.39966700000001,59.9400599400599,1920x1080
P26_18,448.131017,59.9400599400599,1920x1080
P26_19,471.988183,59.9400599400599,1920x1080
P26_20,37.504133,59.9400599400599,1920x1080
P26_21,465.465,59.9400599400599,1920x1080
P26_22,140.206733,59.9400599400599,1920x1080
P26_23,85.552133,59.9400599400599,1920x1080
P26_24,58.425033,59.9400599400599,1920x1080
P26_25,39.3393,59.9400599400599,1920x1080
P26_26,70.3703,59.9400599400599,1920x1080
P26_27,27.994633,59.9400599400599,1920x1080
P26_28,131.98185,59.9400599400599,1920x1080
P26_29,55.472083,59.9400599400599,1920x1080
P26_30,15.281932999999999,59.9400599400599,1920x1080
P26_31,90.03995,59.9400599400599,1920x1080
P26_32,81.765017,59.9400599400599,1920x1080
P26_33,38.104733,59.9400599400599,1920x1080
P26_34,107.05695,59.9400599400599,1920x1080
P26_35,164.39756699999998,59.9400599400599,1920x1080
P26_36,209.893017,59.9400599400599,1920x1080
P26_37,63.029633,59.9400599400599,1920x1080
P26_38,58.124733,59.9400599400599,1920x1080
P26_39,56.7567,59.9400599400599,1920x1080
P26_40,69.68628299999999,59.9400599400599,1920x1080
P26_41,116.749967,59.9400599400599,1920x1080
P26_101,100.22,50.0,1920x1080
P26_102,181.96,50.0,1920x1080
P26_103,599.46,50.0,1920x1080
P26_104,690.02,50.0,1920x1080
P26_105,490.16,50.0,1920x1080
P26_106,88.48,50.0,1920x1080
P26_107,163.6,50.0,1920x1080
P26_108,195.72,50.0,1920x1080
P26_109,25.82,50.0,1920x1080
P26_110,264.74,50.0,1920x1080
P26_111,172.22,50.0,1920x1080
P26_112,397.5,50.0,1920x1080
P26_113,68.88,50.0,1920x1080
P26_114,57.54,50.0,1920x1080
P26_115,206.42,50.0,1920x1080
P26_116,200.26,50.0,1920x1080
P26_117,712.46,50.0,1920x1080
P26_118,414.16,50.0,1920x1080
P26_119,694.68,50.0,1920x1080
P26_120,197.8,50.0,1920x1080
P26_121,113.8,50.0,1920x1080
P26_122,305.68,50.0,1920x1080
P26_123,469.8,50.0,1920x1080
P26_124,774.24,50.0,1920x1080
P27_01,282.148533,59.9400599400599,1920x1080
P27_02,181.364517,59.9400599400599,1920x1080
P27_03,97.9979,59.9400599400599,1920x1080
P27_04,331.214217,59.9400599400599,1920x1080
P27_05,615.4148,59.9400599400599,1920x1080
P27_06,899.365133,59.9400599400599,1920x1080
P27_07,954.019733,59.9400599400599,1920x1080
P27_101,1360.2,50.0,1920x1080
P27_102,522.86,50.0,1920x1080
P27_103,2448.56,50.0,1920x1080
P27_104,1053.3,50.0,1920x1080
P27_105,977.76,50.0,1920x1080
P28_01,339.022017,59.9400599400599,1920x1080
P28_02,506.35585,59.9400599400599,1920x1080
P28_03,782.498383,59.9400599400599,1920x1080
P28_04,453.10265,59.9400599400599,1920x1080
P28_05,523.756567,59.9400599400599,1920x1080
P28_06,744.009933,59.9400599400599,1920x1080
P28_07,130.797333,59.9400599400599,1920x1080
P28_08,336.88655,59.9400599400599,1920x1080
P28_09,499.06523300000003,59.9400599400599,1920x1080
P28_10,60.9609,59.9400599400599,1920x1080
P28_11,328.261267,59.9400599400599,1920x1080
P28_12,27.043683,59.9400599400599,1920x1080
P28_13,149.88306699999998,59.9400599400599,1920x1080
P28_14,278.895283,59.9400599400599,1920x1080
P28_15,92.959533,59.9400599400599,1920x1080
P28_16,313.379733,59.9400599400599,1920x1080
P28_17,62.445717,59.9400599400599,1920x1080
P28_18,120.27015,59.9400599400599,1920x1080
P28_19,89.923167,59.9400599400599,1920x1080
P28_20,122.18873300000001,59.9400599400599,1920x1080
P28_21,61.2612,59.9400599400599,1920x1080
P28_22,146.79665,59.9400599400599,1920x1080
P28_23,25.158467,59.9400599400599,1920x1080
P28_24,68.251517,59.9400599400599,1920x1080
P28_25,396.879817,59.9400599400599,1920x1080
P28_26,101.56813299999999,59.9400599400599,1920x1080
P28_101,717.7,50.0,1920x1080
P28_102,416.58,50.0,1920x1080
P28_103,1825.16,50.0,1920x1080
P28_104,719.34,50.0,1920x1080
P28_105,571.74,50.0,1920x1080
P28_106,197.88,50.0,1920x1080
P28_107,48.86,50.0,1920x1080
P28_108,413.3,50.0,1920x1080
P28_109,216.04,50.0,1920x1080
P28_110,135.66,50.0,1920x1080
P28_111,764.1,50.0,1920x1080
P28_112,357.56,50.0,1920x1080
P28_113,537.82,50.0,1920x1080
P28_114,535.12,50.0,1920x1080
P28_115,858.0,50.0,1920x1080
P28_116,576.66,50.0,1920x1080
P28_117,533.96,50.0,1920x1080
P28_118,329.16,50.0,1920x1080
P29_01,1350.474117,59.9400599400599,1920x1080
P29_02,193.560033,59.9400599400599,1920x1080
P29_03,2074.672583,59.9400599400599,1920x1080
P29_04,179.612767,59.9400599400599,1920x1080
P29_05,1821.7365670000002,59.9400599400599,1920x1080
P29_06,169.0689,59.9400599400599,1920x1080
P30_01,74.8748,59.9400599400599,1920x1080
P30_02,237.72081699999998,59.9400599400599,1920x1080
P30_03,521.204017,59.9400599400599,1920x1080
